county_fips,county_name,year,employment,emp_2010,pct_chg_2010_now,Construction,Education and health services,Financial activities,Information,Leisure and hospitality,Manufacturing,Natural resources and mining,Other services,Professional and business services,Public administration,"Trade, transportation and utilities",Natural resources and mining_pct,Construction_pct,Manufacturing_pct,"Trade, transportation and utilities_pct",Information_pct,Financial activities_pct,Professional and business services_pct,Education and health services_pct,Leisure and hospitality_pct,Other services_pct,Public administration_pct,in_core_11
13013,Barrow,2000,11140,12549,-11.2,1481.0,324.0,177.0,25.0,445.0,3467.0,163.0,277.0,564.0,,929.0,0.0208,0.1886,0.4415,0.1183,0.0032,0.0225,0.0718,0.0413,0.0567,0.0353,,False
13013,Barrow,2001,10897,12549,-13.2,1590.0,325.0,181.0,41.0,469.0,2946.0,0.0,280.0,456.0,,993.0,0.0,0.2184,0.4046,0.1364,0.0056,0.0249,0.0626,0.0446,0.0644,0.0385,,False
13013,Barrow,2002,11058,12549,-11.9,1590.0,339.0,190.0,78.0,519.0,2533.0,160.0,283.0,535.0,,1107.0,0.0218,0.2168,0.3454,0.1509,0.0106,0.0259,0.0729,0.0462,0.0708,0.0386,,False
13013,Barrow,2003,11892,12549,-5.2,1479.0,379.0,204.0,62.0,506.0,2670.0,189.0,282.0,716.0,,1128.0,0.0248,0.1942,0.3506,0.1481,0.0081,0.0268,0.094,0.0498,0.0664,0.037,,False
13013,Barrow,2004,12650,12549,0.8,1204.0,456.0,207.0,61.0,808.0,2495.0,178.0,299.0,566.0,,1242.0,0.0237,0.1602,0.332,0.1652,0.0081,0.0275,0.0753,0.0607,0.1075,0.0398,,False
13013,Barrow,2005,13106,12549,4.4,1300.0,488.0,220.0,58.0,882.0,2401.0,172.0,438.0,733.0,,1121.0,0.022,0.1664,0.3073,0.1435,0.0074,0.0282,0.0938,0.0625,0.1129,0.0561,,False
13013,Barrow,2006,13552,12549,8.0,1400.0,538.0,250.0,42.0,920.0,2367.0,164.0,402.0,958.0,,909.0,0.0206,0.1761,0.2977,0.1143,0.0053,0.0314,0.1205,0.0677,0.1157,0.0506,,False
13013,Barrow,2007,14241,12549,13.5,1404.0,514.0,365.0,22.0,940.0,2431.0,188.0,462.0,1055.0,,927.0,0.0226,0.169,0.2926,0.1116,0.0026,0.0439,0.127,0.0619,0.1131,0.0556,,False
13013,Barrow,2008,13213,12549,5.3,1176.0,559.0,303.0,33.0,890.0,2207.0,100.0,467.0,567.0,,981.0,0.0137,0.1615,0.303,0.1347,0.0045,0.0416,0.0779,0.0768,0.1222,0.0641,,False
13013,Barrow,2009,12560,12549,0.1,962.0,590.0,302.0,22.0,821.0,1973.0,100.0,420.0,565.0,,965.0,0.0149,0.1432,0.2936,0.1436,0.0033,0.0449,0.0841,0.0878,0.1222,0.0625,,False
13013,Barrow,2010,12549,12549,0.0,932.0,606.0,300.0,57.0,807.0,1961.0,96.0,396.0,744.0,,976.0,0.014,0.1356,0.2852,0.142,0.0083,0.0436,0.1082,0.0881,0.1174,0.0576,,False
13013,Barrow,2011,12490,12549,-0.5,900.0,628.0,288.0,63.0,852.0,1998.0,89.0,410.0,518.0,,962.0,0.0133,0.1342,0.2979,0.1434,0.0094,0.0429,0.0772,0.0936,0.127,0.0611,,False
13013,Barrow,2012,13030,12549,3.8,925.0,642.0,290.0,102.0,838.0,2180.0,90.0,425.0,528.0,,1024.0,0.0128,0.1313,0.3095,0.1454,0.0145,0.0412,0.075,0.0911,0.119,0.0603,,False
13013,Barrow,2013,13876,12549,10.6,930.0,662.0,305.0,128.0,833.0,2180.0,78.0,480.0,468.0,,1250.0,0.0107,0.1272,0.2981,0.1709,0.0175,0.0417,0.064,0.0905,0.1139,0.0656,,False
13013,Barrow,2014,14312,12549,14.0,1025.0,706.0,303.0,126.0,814.0,2247.0,85.0,492.0,460.0,,1314.0,0.0112,0.1354,0.2968,0.1735,0.0166,0.04,0.0608,0.0932,0.1075,0.065,,False
13013,Barrow,2015,15766,12549,25.6,1171.0,712.0,278.0,115.0,862.0,2410.0,123.0,526.0,574.0,,1494.0,0.0149,0.1417,0.2916,0.1808,0.0139,0.0336,0.0694,0.0861,0.1043,0.0636,,False
13013,Barrow,2016,15932,12549,27.0,1282.0,744.0,233.0,109.0,963.0,2503.0,88.0,539.0,528.0,,1477.0,0.0104,0.1514,0.2957,0.1745,0.0129,0.0275,0.0624,0.0879,0.1137,0.0637,,False
13013,Barrow,2017,16594,12549,32.2,1564.0,808.0,224.0,76.0,1134.0,2457.0,157.0,508.0,512.0,,1487.0,0.0176,0.1752,0.2752,0.1666,0.0085,0.0251,0.0574,0.0905,0.127,0.0569,,False
13013,Barrow,2018,17094,12549,36.2,1646.0,905.0,198.0,64.0,1247.0,2613.0,236.0,475.0,420.0,,1521.0,0.0253,0.1765,0.2802,0.1631,0.0069,0.0212,0.045,0.0971,0.1337,0.0509,,False
13013,Barrow,2019,17604,12549,40.3,1569.0,983.0,220.0,64.0,1255.0,2612.0,156.0,504.0,583.0,,1602.0,0.0163,0.1643,0.2736,0.1678,0.0067,0.023,0.0611,0.103,0.1314,0.0528,,False
13013,Barrow,2020,17465,12549,39.2,1674.0,990.0,239.0,66.0,1222.0,2527.0,108.0,473.0,580.0,,1968.0,0.011,0.17,0.2566,0.1999,0.0067,0.0243,0.0589,0.1005,0.1241,0.048,,False
13013,Barrow,2021,18086,12549,44.1,1677.0,974.0,244.0,88.0,1334.0,2325.0,80.0,476.0,574.0,,1877.0,0.0083,0.1738,0.241,0.1945,0.0091,0.0253,0.0595,0.1009,0.1383,0.0493,,False
13013,Barrow,2022,19592,12549,56.1,1825.0,982.0,243.0,100.0,1414.0,2299.0,71.0,553.0,604.0,,1910.0,0.0071,0.1825,0.2299,0.191,0.01,0.0243,0.0604,0.0982,0.1414,0.0553,,False
13013,Barrow,2023,20324,12549,62.0,1914.0,980.0,291.0,114.0,1514.0,2392.0,66.0,581.0,742.0,,2468.0,0.006,0.173,0.2162,0.2231,0.0103,0.0263,0.0671,0.0886,0.1369,0.0525,,False
13013,Barrow,2024,20798,12549,65.7,1928.0,1005.0,299.0,119.0,1601.0,2479.0,64.0,664.0,698.0,,1905.0,0.0059,0.1791,0.2303,0.177,0.0111,0.0278,0.0649,0.0934,0.1488,0.0617,,False
13013,Barrow,2025,20925,12549,66.7,1882.0,997.0,299.0,129.0,1572.0,2692.0,72.0,713.0,665.0,,2091.0,0.0065,0.1694,0.2423,0.1882,0.0116,0.0269,0.0598,0.0897,0.1415,0.0642,,False
13015,Bartow,2000,27134,26130,3.8,1569.0,754.0,356.0,402.0,1197.0,9954.0,102.0,510.0,994.0,,2280.0,0.0056,0.0866,0.5494,0.1258,0.0222,0.0196,0.0549,0.0416,0.0661,0.0281,,False
13015,Bartow,2001,26560,26130,1.6,1478.0,849.0,402.0,266.0,1240.0,9002.0,88.0,472.0,1023.0,,2351.0,0.0051,0.0861,0.5243,0.1369,0.0155,0.0234,0.0596,0.0494,0.0722,0.0275,,False
13015,Bartow,2002,27090,26130,3.7,1929.0,974.0,412.0,232.0,1319.0,8514.0,90.0,499.0,858.0,,2411.0,0.0052,0.1119,0.4939,0.1399,0.0135,0.0239,0.0498,0.0565,0.0765,0.0289,,False
13015,Bartow,2003,27561,26130,5.5,1587.0,940.0,438.0,194.0,1399.0,8692.0,88.0,528.0,972.0,,2465.0,0.0051,0.0917,0.5023,0.1425,0.0112,0.0253,0.0562,0.0543,0.0809,0.0305,,False
13015,Bartow,2004,28808,26130,10.2,1643.0,1035.0,480.0,197.0,1457.0,9477.0,89.0,534.0,1058.0,,2380.0,0.0049,0.0895,0.5165,0.1297,0.0107,0.0262,0.0577,0.0564,0.0794,0.0291,,False
13015,Bartow,2005,29328,26130,12.2,1761.0,1128.0,498.0,222.0,1542.0,9331.0,114.0,568.0,1077.0,,1913.0,0.0063,0.097,0.514,0.1054,0.0122,0.0274,0.0593,0.0621,0.0849,0.0313,,False
13015,Bartow,2006,30796,26130,17.9,1998.0,1157.0,510.0,263.0,1633.0,9616.0,112.0,593.0,1139.0,,2022.0,0.0059,0.1049,0.505,0.1062,0.0138,0.0268,0.0598,0.0608,0.0858,0.0311,,False
13015,Bartow,2007,31464,26130,20.4,1983.0,1203.0,540.0,228.0,1787.0,9549.0,128.0,569.0,1268.0,,2004.0,0.0066,0.103,0.4958,0.1041,0.0118,0.028,0.0658,0.0625,0.0928,0.0295,,False
13015,Bartow,2008,30913,26130,18.3,1804.0,1223.0,548.0,225.0,1759.0,9466.0,114.0,530.0,1164.0,,2027.0,0.006,0.0957,0.5019,0.1075,0.0119,0.0291,0.0617,0.0648,0.0933,0.0281,,False
13015,Bartow,2009,27667,26130,5.9,1342.0,1177.0,532.0,212.0,1658.0,8352.0,103.0,489.0,996.0,,2266.0,0.006,0.0784,0.4877,0.1323,0.0124,0.0311,0.0582,0.0687,0.0968,0.0286,,False
13015,Bartow,2010,26130,26130,0.0,1178.0,1079.0,499.0,262.0,1643.0,7412.0,95.0,460.0,976.0,,1814.0,0.0062,0.0764,0.4807,0.1177,0.017,0.0324,0.0633,0.07,0.1066,0.0298,,False
13015,Bartow,2011,27219,26130,4.2,1115.0,1127.0,502.0,297.0,1686.0,8022.0,91.0,478.0,1104.0,,1880.0,0.0056,0.0684,0.4921,0.1153,0.0182,0.0308,0.0677,0.0691,0.1034,0.0293,,False
13015,Bartow,2012,27148,26130,3.9,1152.0,1126.0,493.0,317.0,1707.0,8163.0,90.0,529.0,1032.0,,1944.0,0.0054,0.0696,0.4931,0.1174,0.0192,0.0298,0.0623,0.068,0.1031,0.032,,False
13015,Bartow,2013,27362,26130,4.7,1297.0,1131.0,520.0,309.0,1832.0,7955.0,94.0,554.0,919.0,,2278.0,0.0056,0.0768,0.471,0.1349,0.0183,0.0308,0.0544,0.067,0.1085,0.0328,,False
13015,Bartow,2014,28716,26130,9.9,1357.0,1240.0,545.0,303.0,1861.0,8435.0,94.0,581.0,953.0,,2020.0,0.0054,0.078,0.4851,0.1162,0.0174,0.0313,0.0548,0.0713,0.107,0.0334,,False
13015,Bartow,2015,30095,26130,15.2,1741.0,1177.0,539.0,202.0,1916.0,8932.0,88.0,684.0,1034.0,,2342.0,0.0047,0.0933,0.4788,0.1255,0.0108,0.0289,0.0554,0.0631,0.1027,0.0367,,False
13015,Bartow,2016,32146,26130,23.0,1917.0,1214.0,524.0,274.0,2047.0,9221.0,93.0,734.0,1249.0,,2662.0,0.0047,0.0962,0.4626,0.1335,0.0137,0.0263,0.0627,0.0609,0.1027,0.0368,,False
13015,Bartow,2017,34081,26130,30.4,2001.0,1272.0,510.0,264.0,2172.0,9115.0,115.0,792.0,1470.0,,2770.0,0.0056,0.0977,0.445,0.1352,0.0129,0.0249,0.0718,0.0621,0.106,0.0387,,False
13015,Bartow,2018,35668,26130,36.5,2059.0,1372.0,503.0,235.0,2336.0,9965.0,106.0,795.0,1387.0,,2587.0,0.005,0.0965,0.4669,0.1212,0.011,0.0236,0.065,0.0643,0.1094,0.0372,,False
13015,Bartow,2019,36316,26130,39.0,1990.0,1208.0,469.0,128.0,2488.0,9782.0,107.0,856.0,1532.0,,3318.0,0.0049,0.091,0.4471,0.1517,0.0059,0.0214,0.07,0.0552,0.1137,0.0391,,False
13015,Bartow,2020,36388,26130,39.3,2116.0,1380.0,451.0,108.0,2397.0,9571.0,114.0,865.0,1660.0,,3193.0,0.0052,0.0968,0.4379,0.1461,0.0049,0.0206,0.076,0.0631,0.1097,0.0396,,False
13015,Bartow,2021,37173,26130,42.3,2228.0,1492.0,415.0,152.0,2460.0,9736.0,108.0,876.0,1713.0,,3182.0,0.0048,0.0996,0.4354,0.1423,0.0068,0.0186,0.0766,0.0667,0.11,0.0392,,False
13015,Bartow,2022,38838,26130,48.6,2327.0,1442.0,435.0,189.0,2735.0,10434.0,104.0,912.0,1729.0,,2725.0,0.0045,0.101,0.453,0.1183,0.0082,0.0189,0.0751,0.0626,0.1187,0.0396,,False
13015,Bartow,2023,41008,26130,56.9,2570.0,1613.0,496.0,309.0,2737.0,11538.0,102.0,940.0,1855.0,,2547.0,0.0041,0.104,0.467,0.1031,0.0125,0.0201,0.0751,0.0653,0.1108,0.038,,False
13015,Bartow,2024,42218,26130,61.6,2835.0,1742.0,496.0,409.0,2891.0,11540.0,111.0,967.0,1810.0,,2639.0,0.0044,0.1114,0.4536,0.1037,0.0161,0.0195,0.0711,0.0685,0.1136,0.038,,False
13015,Bartow,2025,43001,26130,64.6,2671.0,1921.0,526.0,193.0,2910.0,11971.0,114.0,951.0,1758.0,,2750.0,0.0044,0.1037,0.4646,0.1067,0.0075,0.0204,0.0682,0.0746,0.1129,0.0369,,False
13045,Carroll,2000,27148,28376,-4.3,2174.0,1819.0,550.0,378.0,1115.0,9614.0,146.0,684.0,603.0,,1332.0,0.0079,0.1181,0.5221,0.0723,0.0205,0.0299,0.0327,0.0988,0.0605,0.0371,,False
13045,Carroll,2001,25751,28376,-9.3,2345.0,1834.0,567.0,400.0,1088.0,8360.0,162.0,680.0,480.0,,1334.0,0.0094,0.1359,0.4846,0.0773,0.0232,0.0329,0.0278,0.1063,0.0631,0.0394,,False
13045,Carroll,2002,25091,28376,-11.6,1971.0,1847.0,559.0,439.0,1162.0,7288.0,186.0,696.0,480.0,,1471.0,0.0116,0.1224,0.4527,0.0914,0.0273,0.0347,0.0298,0.1147,0.0722,0.0432,,False
13045,Carroll,2003,25038,28376,-11.8,1927.0,1866.0,607.0,419.0,1237.0,6813.0,205.0,640.0,500.0,,1517.0,0.013,0.1225,0.4331,0.0964,0.0266,0.0386,0.0318,0.1186,0.0786,0.0407,,False
13045,Carroll,2004,26296,28376,-7.3,2053.0,1930.0,612.0,403.0,1280.0,7137.0,170.0,576.0,658.0,,1558.0,0.0104,0.1254,0.4358,0.0951,0.0246,0.0374,0.0402,0.1178,0.0782,0.0352,,False
13045,Carroll,2005,27538,28376,-3.0,2168.0,2051.0,656.0,444.0,1381.0,7498.0,163.0,560.0,846.0,,1562.0,0.0094,0.1251,0.4327,0.0901,0.0256,0.0379,0.0488,0.1184,0.0797,0.0323,,False
13045,Carroll,2006,30476,28376,7.4,2394.0,1982.0,740.0,482.0,1464.0,9040.0,184.0,620.0,1147.0,,1583.0,0.0094,0.1219,0.4604,0.0806,0.0245,0.0377,0.0584,0.1009,0.0746,0.0316,,False
13045,Carroll,2007,31406,28376,10.7,2614.0,2025.0,756.0,506.0,1648.0,8309.0,254.0,608.0,1201.0,,1688.0,0.013,0.1333,0.4237,0.0861,0.0258,0.0386,0.0612,0.1033,0.084,0.031,,False
13045,Carroll,2008,30700,28376,8.2,2546.0,2159.0,726.0,538.0,1592.0,8176.0,240.0,619.0,944.0,,1685.0,0.0125,0.1324,0.4253,0.0876,0.028,0.0378,0.0491,0.1123,0.0828,0.0322,,False
13045,Carroll,2009,29084,28376,2.5,2258.0,2374.0,614.0,526.0,1677.0,7215.0,171.0,614.0,793.0,,1737.0,0.0095,0.1256,0.4013,0.0966,0.0293,0.0342,0.0441,0.132,0.0933,0.0342,,False
13045,Carroll,2010,28376,28376,0.0,2008.0,2390.0,518.0,538.0,1669.0,6924.0,127.0,622.0,915.0,,1877.0,0.0072,0.1142,0.3937,0.1067,0.0306,0.0295,0.052,0.1359,0.0949,0.0354,,False
13045,Carroll,2011,28686,28376,1.1,1986.0,2449.0,466.0,616.0,1694.0,7086.0,100.0,600.0,864.0,,1806.0,0.0057,0.1124,0.4011,0.1022,0.0349,0.0264,0.0489,0.1386,0.0959,0.034,,False
13045,Carroll,2012,30144,28376,6.2,1932.0,2552.0,469.0,723.0,1694.0,7068.0,96.0,626.0,1232.0,,1619.0,0.0053,0.1073,0.3924,0.0899,0.0401,0.026,0.0684,0.1417,0.0941,0.0348,,False
13045,Carroll,2013,30408,28376,7.2,1951.0,2648.0,429.0,818.0,1786.0,6343.0,50.0,616.0,1470.0,,1611.0,0.0028,0.1101,0.3579,0.0909,0.0462,0.0242,0.0829,0.1494,0.1008,0.0348,,False
13045,Carroll,2014,31048,28376,9.4,2062.0,2798.0,440.0,819.0,1889.0,6421.0,52.0,625.0,1390.0,,1649.0,0.0029,0.1136,0.3539,0.0909,0.0451,0.0242,0.0766,0.1542,0.1041,0.0344,,False
13045,Carroll,2015,32334,28376,13.9,2073.0,2865.0,446.0,707.0,2090.0,6816.0,80.0,726.0,1385.0,,1724.0,0.0042,0.1096,0.3604,0.0912,0.0374,0.0236,0.0732,0.1515,0.1105,0.0384,,False
13045,Carroll,2016,33398,28376,17.7,2363.0,2945.0,450.0,621.0,2066.0,7286.0,72.0,815.0,1379.0,,1778.0,0.0036,0.1195,0.3684,0.0899,0.0314,0.0228,0.0697,0.1489,0.1045,0.0412,,False
13045,Carroll,2017,34070,28376,20.1,2608.0,3038.0,446.0,570.0,2213.0,7196.0,83.0,802.0,1363.0,,1811.0,0.0041,0.1296,0.3575,0.09,0.0283,0.0222,0.0677,0.1509,0.1099,0.0398,,False
13045,Carroll,2018,35075,28376,23.6,2622.0,3126.0,453.0,536.0,2269.0,7774.0,69.0,875.0,1375.0,,1827.0,0.0033,0.1253,0.3715,0.0873,0.0256,0.0216,0.0657,0.1494,0.1084,0.0418,,False
13045,Carroll,2019,35417,28376,24.8,2692.0,3299.0,437.0,888.0,2348.0,7962.0,91.0,898.0,1188.0,,1779.0,0.0042,0.1247,0.3689,0.0824,0.0411,0.0202,0.055,0.1529,0.1088,0.0416,,False
13045,Carroll,2020,34381,28376,21.2,2777.0,3216.0,444.0,792.0,2230.0,7280.0,82.0,895.0,1295.0,,1713.0,0.004,0.134,0.3513,0.0827,0.0382,0.0214,0.0625,0.1552,0.1076,0.0432,,False
13045,Carroll,2021,34948,28376,23.2,2596.0,3181.0,455.0,797.0,2214.0,7124.0,68.0,940.0,1490.0,,1799.0,0.0033,0.1256,0.3448,0.0871,0.0386,0.022,0.0721,0.1539,0.1071,0.0455,,False
13045,Carroll,2022,36244,28376,27.7,2944.0,3300.0,467.0,639.0,2333.0,7461.0,68.0,955.0,1528.0,,1831.0,0.0032,0.1368,0.3466,0.0851,0.0297,0.0217,0.071,0.1533,0.1084,0.0444,,False
13045,Carroll,2023,37634,28376,32.6,3132.0,3502.0,477.0,597.0,2421.0,7875.0,59.0,953.0,1685.0,,1777.0,0.0026,0.1393,0.3503,0.0791,0.0266,0.0212,0.075,0.1558,0.1077,0.0424,,False
13045,Carroll,2024,38310,28376,35.0,3333.0,3553.0,474.0,580.0,2418.0,8166.0,164.0,913.0,1687.0,,1781.0,0.0071,0.1445,0.354,0.0772,0.0251,0.0205,0.0731,0.154,0.1048,0.0396,,False
13045,Carroll,2025,38959,28376,37.3,3602.0,3815.0,472.0,581.0,2443.0,8042.0,58.0,932.0,1629.0,,1834.0,0.0025,0.1539,0.3436,0.0783,0.0248,0.0202,0.0696,0.163,0.1044,0.0398,,False
13057,Cherokee,2000,28642,35610,-19.6,3577.0,1432.0,611.0,343.0,1705.0,5150.0,126.0,1042.0,1038.0,0.0,1938.0,0.0074,0.2109,0.3036,0.1143,0.0202,0.036,0.0612,0.0844,0.1005,0.0614,0.0,True
13057,Cherokee,2001,30388,35610,-14.7,3838.0,1533.0,674.0,412.0,2090.0,5081.0,120.0,1035.0,1080.0,,2006.0,0.0067,0.2148,0.2843,0.1123,0.0231,0.0377,0.0604,0.0858,0.117,0.0579,,True
13057,Cherokee,2002,31372,35610,-11.9,3867.0,1711.0,742.0,498.0,1930.0,4798.0,132.0,1212.0,1161.0,0.0,2146.0,0.0073,0.2125,0.2637,0.1179,0.0274,0.0408,0.0638,0.094,0.1061,0.0666,0.0,True
13057,Cherokee,2003,32292,35610,-9.3,3919.0,1784.0,875.0,484.0,2129.0,4772.0,117.0,1174.0,1163.0,,2182.0,0.0063,0.2107,0.2566,0.1173,0.026,0.047,0.0625,0.0959,0.1145,0.0631,,True
13057,Cherokee,2004,33692,35610,-5.4,4041.0,1789.0,998.0,458.0,2311.0,4484.0,83.0,1192.0,1331.0,,2292.0,0.0044,0.2129,0.2363,0.1208,0.0241,0.0526,0.0701,0.0943,0.1218,0.0628,,True
13057,Cherokee,2005,36713,35610,3.1,4174.0,1963.0,1126.0,467.0,2558.0,4800.0,72.0,1382.0,1552.0,,2449.0,0.0035,0.2032,0.2337,0.1192,0.0227,0.0548,0.0755,0.0956,0.1245,0.0673,,True
13057,Cherokee,2006,40326,35610,13.2,4785.0,2212.0,1158.0,437.0,2872.0,4999.0,74.0,1412.0,1805.0,,2662.0,0.0033,0.2135,0.223,0.1188,0.0195,0.0517,0.0805,0.0987,0.1281,0.063,,True
13057,Cherokee,2007,41494,35610,16.5,4836.0,2326.0,1162.0,422.0,3124.0,4740.0,67.0,1536.0,1844.0,,2767.0,0.0029,0.2119,0.2077,0.1212,0.0185,0.0509,0.0808,0.1019,0.1369,0.0673,,True
13057,Cherokee,2008,40218,35610,12.9,3945.0,2462.0,1036.0,385.0,3105.0,4610.0,62.0,1611.0,1821.0,,2719.0,0.0028,0.1813,0.2119,0.125,0.0177,0.0476,0.0837,0.1132,0.1427,0.074,,True
13057,Cherokee,2009,36668,35610,3.0,2953.0,2363.0,984.0,376.0,3079.0,3868.0,59.0,1577.0,1653.0,,2492.0,0.003,0.1522,0.1993,0.1284,0.0194,0.0507,0.0852,0.1218,0.1587,0.0813,,True
13057,Cherokee,2010,35610,35610,0.0,2836.0,2149.0,926.0,449.0,3024.0,3680.0,46.0,1591.0,1625.0,,2472.0,0.0024,0.1509,0.1958,0.1315,0.0239,0.0493,0.0864,0.1143,0.1609,0.0846,,True
